EquipmentAssetNo,Status,StartedAt,EndedAt,StopCause,OrderNo,Sequence,Note
EQ-04,Running,2026-08-05 14:50,2026-08-05 17:00,,BLK-FG-0803,30,
EQ-01,Setup,2026-08-06 08:00,2026-08-06 08:21,,,,
EQ-01,Running,2026-08-06 08:21,2026-08-06 12:00,,BLK-SF-0803,10,
EQ-01,Idle,2026-08-06 12:00,2026-08-06 12:53,,,,
EQ-01,Running,2026-08-06 12:53,2026-08-06 16:45,,BLK-SF-0803,10,
EQ-01,Setup,2026-08-06 20:00,2026-08-06 20:29,,,,
EQ-01,Running,2026-08-06 20:29,2026-08-07 00:09,,BLK-SF-0803,10,
EQ-01,Idle,2026-08-07 00:09,2026-08-07 00:36,,,,
EQ-01,Running,2026-08-07 00:36,2026-08-07 04:30,,BLK-SF-0803,10,
EQ-05,Setup,2026-08-06 08:00,2026-08-06 08:52,,,,
EQ-05,Running,2026-08-06 08:52,2026-08-06 11:27,,BLK-SF-0803,10,
EQ-05,Idle,2026-08-06 11:27,2026-08-06 14:24,,,,
EQ-05,Running,2026-08-06 14:24,2026-08-06 15:35,,BLK-SF-0803,10,
EQ-05,Idle,2026-08-06 15:35,2026-08-06 17:00,,,,
EQ-02,Setup,2026-08-06 08:15,2026-08-06 08:22,,,,
EQ-02,Running,2026-08-06 08:22,2026-08-06 11:57,,BLK-FG-0803,10,
EQ-02,Idle,2026-08-06 11:57,2026-08-06 13:02,,,,
EQ-02,Running,2026-08-06 13:02,2026-08-06 16:30,,BLK-FG-0803,10,
EQ-03,Idle,2026-08-06 08:00,2026-08-06 10:07,,,,
EQ-03,Running,2026-08-06 10:07,2026-08-06 11:57,,BLK-FG-0803,20,
EQ-03,Idle,2026-08-06 11:57,2026-08-06 13:03,,,,
EQ-03,Running,2026-08-06 13:03,2026-08-06 15:57,,BLK-FG-0803,20,
EQ-03,Idle,2026-08-06 15:57,2026-08-06 17:00,,,,
EQ-04,Setup,2026-08-06 14:45,2026-08-06 15:03,,,,
EQ-04,Running,2026-08-06 15:03,2026-08-06 17:00,,BLK-FG-0803,30,
EQ-01,Setup,2026-08-07 08:00,2026-08-07 08:34,,,,
EQ-01,Running,2026-08-07 08:34,2026-08-07 12:09,,BLK-SF-0803,10,
EQ-01,Idle,2026-08-07 12:09,2026-08-07 13:04,,,,
EQ-01,Running,2026-08-07 13:04,2026-08-07 16:45,,BLK-SF-0803,10,
EQ-01,Setup,2026-08-07 20:00,2026-08-07 20:28,,,,
EQ-01,Running,2026-08-07 20:28,2026-08-08 00:06,,BLK-SF-0803,10,
EQ-01,Idle,2026-08-08 00:06,2026-08-08 00:39,,,,
EQ-01,Running,2026-08-08 00:39,2026-08-08 04:30,,BLK-SF-0803,10,
EQ-05,Setup,2026-08-07 08:00,2026-08-07 08:35,,,,
EQ-05,Running,2026-08-07 08:35,2026-08-07 11:36,,BLK-SF-0803,10,
EQ-05,Idle,2026-08-07 11:36,2026-08-07 14:36,,,,
EQ-05,Running,2026-08-07 14:36,2026-08-07 15:36,,BLK-SF-0803,10,
EQ-05,Idle,2026-08-07 15:36,2026-08-07 17:00,,,,
EQ-02,Setup,2026-08-07 08:15,2026-08-07 08:30,,,,
EQ-02,Running,2026-08-07 08:30,2026-08-07 11:53,,BLK-FG-0803,10,
EQ-02,Idle,2026-08-07 11:53,2026-08-07 13:01,,,,
EQ-02,Running,2026-08-07 13:01,2026-08-07 16:30,,BLK-FG-0803,10,
EQ-03,Idle,2026-08-07 08:00,2026-08-07 10:02,,,,
EQ-03,Running,2026-08-07 10:02,2026-08-07 11:57,,BLK-FG-0803,20,
EQ-03,Idle,2026-08-07 11:57,2026-08-07 13:08,,,,
EQ-03,Running,2026-08-07 13:08,2026-08-07 16:04,,BLK-FG-0803,20,
EQ-03,Idle,2026-08-07 16:04,2026-08-07 17:00,,,,
EQ-04,Setup,2026-08-07 14:45,2026-08-07 15:10,,,,
EQ-04,Running,2026-08-07 15:10,2026-08-07 17:00,,BLK-FG-0803,30,
EQ-01,Setup,2026-08-17 08:00,2026-08-17 08:26,,,,
EQ-01,Running,2026-08-17 08:26,2026-08-17 12:02,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-17 12:02,2026-08-17 12:50,,,,
EQ-01,Running,2026-08-17 12:50,2026-08-17 16:45,,BLK-SF-0817,10,
EQ-01,Setup,2026-08-17 20:00,2026-08-17 20:30,,,,
EQ-01,Running,2026-08-17 20:30,2026-08-18 00:09,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-18 00:09,2026-08-18 00:46,,,,
EQ-01,Running,2026-08-18 00:46,2026-08-18 04:30,,BLK-SF-0817,10,
EQ-05,Setup,2026-08-17 08:00,2026-08-17 08:50,,,,
EQ-05,Running,2026-08-17 08:50,2026-08-17 11:38,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-17 11:38,2026-08-17 14:26,,,,
EQ-05,Running,2026-08-17 14:26,2026-08-17 15:36,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-17 15:36,2026-08-17 17:00,,,,
EQ-02,Setup,2026-08-17 08:15,2026-08-17 08:25,,,,
EQ-02,Running,2026-08-17 08:25,2026-08-17 11:50,,BLK-FG-0817,10,
EQ-02,Idle,2026-08-17 11:50,2026-08-17 12:51,,,,
EQ-02,Running,2026-08-17 12:51,2026-08-17 16:30,,BLK-FG-0817,10,
EQ-03,Idle,2026-08-17 08:00,2026-08-17 10:01,,,,
EQ-03,Running,2026-08-17 10:01,2026-08-17 11:50,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-17 11:50,2026-08-17 12:56,,,,
EQ-03,Running,2026-08-17 12:56,2026-08-17 16:10,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-17 16:10,2026-08-17 17:00,,,,
EQ-04,Setup,2026-08-17 14:45,2026-08-17 14:53,,,,
EQ-04,Running,2026-08-17 14:53,2026-08-17 17:00,,BLK-FG-0817,30,
EQ-01,Setup,2026-08-18 08:00,2026-08-18 08:28,,,,
EQ-01,Running,2026-08-18 08:28,2026-08-18 12:01,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-18 12:01,2026-08-18 12:59,,,,
EQ-01,Running,2026-08-18 12:59,2026-08-18 16:45,,BLK-SF-0817,10,
EQ-01,Setup,2026-08-18 20:00,2026-08-18 20:23,,,,
EQ-01,Running,2026-08-18 20:23,2026-08-18 23:51,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-18 23:51,2026-08-19 00:43,,,,
EQ-01,Running,2026-08-19 00:43,2026-08-19 04:30,,BLK-SF-0817,10,
EQ-05,Setup,2026-08-18 08:00,2026-08-18 08:50,,,,
EQ-05,Running,2026-08-18 08:50,2026-08-18 11:30,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-18 11:30,2026-08-18 14:31,,,,
EQ-05,Running,2026-08-18 14:31,2026-08-18 15:24,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-18 15:24,2026-08-18 17:00,,,,
EQ-02,Setup,2026-08-18 08:15,2026-08-18 08:39,,,,
EQ-02,Running,2026-08-18 08:39,2026-08-18 12:09,,BLK-FG-0817,10,
EQ-02,Idle,2026-08-18 12:09,2026-08-18 13:07,,,,
EQ-02,Running,2026-08-18 13:07,2026-08-18 16:30,,BLK-FG-0817,10,
EQ-03,Idle,2026-08-18 08:00,2026-08-18 09:54,,,,
EQ-03,Running,2026-08-18 09:54,2026-08-18 12:06,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-18 12:06,2026-08-18 12:53,,,,
EQ-03,Running,2026-08-18 12:53,2026-08-18 16:09,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-18 16:09,2026-08-18 17:00,,,,
EQ-04,Setup,2026-08-18 14:45,2026-08-18 15:01,,,,
EQ-04,Running,2026-08-18 15:01,2026-08-18 17:00,,BLK-FG-0817,30,
EQ-01,Setup,2026-08-19 08:00,2026-08-19 08:30,,,,
EQ-01,Running,2026-08-19 08:30,2026-08-19 11:59,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-19 11:59,2026-08-19 12:52,,,,
EQ-01,Running,2026-08-19 12:52,2026-08-19 16:45,,BLK-SF-0817,10,
EQ-01,Setup,2026-08-19 20:00,2026-08-19 20:18,,,,
EQ-01,Running,2026-08-19 20:18,2026-08-20 00:02,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-20 00:02,2026-08-20 00:54,,,,
EQ-01,Running,2026-08-20 00:54,2026-08-20 04:30,,BLK-SF-0817,10,
EQ-05,Setup,2026-08-19 08:00,2026-08-19 08:39,,,,
EQ-05,Running,2026-08-19 08:39,2026-08-19 11:33,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-19 11:33,2026-08-19 14:38,,,,
EQ-05,Running,2026-08-19 14:38,2026-08-19 15:39,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-19 15:39,2026-08-19 17:00,,,,
EQ-02,Setup,2026-08-19 08:15,2026-08-19 08:31,,,,
EQ-02,Running,2026-08-19 08:31,2026-08-19 11:56,,BLK-FG-0817,10,
EQ-02,Idle,2026-08-19 11:56,2026-08-19 12:50,,,,
EQ-02,Running,2026-08-19 12:50,2026-08-19 16:30,,BLK-FG-0817,10,
EQ-03,Idle,2026-08-19 08:00,2026-08-19 09:59,,,,
EQ-03,Running,2026-08-19 09:59,2026-08-19 12:01,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-19 12:01,2026-08-19 13:02,,,,
EQ-03,Running,2026-08-19 13:02,2026-08-19 16:10,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-19 16:10,2026-08-19 17:00,,,,
EQ-04,Setup,2026-08-19 14:45,2026-08-19 15:06,,,,
EQ-04,Running,2026-08-19 15:06,2026-08-19 17:00,,BLK-FG-0817,30,
EQ-01,Setup,2026-08-20 08:00,2026-08-20 08:22,,,,
EQ-01,Running,2026-08-20 08:22,2026-08-20 12:07,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-20 12:07,2026-08-20 13:01,,,,
EQ-01,Running,2026-08-20 13:01,2026-08-20 16:45,,BLK-SF-0817,10,
EQ-01,Setup,2026-08-20 20:00,2026-08-20 20:15,,,,
EQ-01,Running,2026-08-20 20:15,2026-08-20 23:51,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-20 23:51,2026-08-21 00:38,,,,
EQ-01,Running,2026-08-21 00:38,2026-08-21 04:30,,BLK-SF-0817,10,
EQ-05,Setup,2026-08-20 08:00,2026-08-20 08:36,,,,
EQ-05,Running,2026-08-20 08:36,2026-08-20 11:36,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-20 11:36,2026-08-20 14:38,,,,
EQ-05,Running,2026-08-20 14:38,2026-08-20 15:30,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-20 15:30,2026-08-20 17:00,,,,
EQ-02,Setup,2026-08-20 08:15,2026-08-20 08:40,,,,
EQ-02,Running,2026-08-20 08:40,2026-08-20 11:56,,BLK-FG-0817,10,
EQ-02,Idle,2026-08-20 11:56,2026-08-20 13:00,,,,
EQ-02,Running,2026-08-20 13:00,2026-08-20 16:30,,BLK-FG-0817,10,
EQ-03,Idle,2026-08-20 08:00,2026-08-20 10:04,,,,
EQ-03,Running,2026-08-20 10:04,2026-08-20 11:59,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-20 11:59,2026-08-20 12:50,,,,
EQ-03,Running,2026-08-20 12:50,2026-08-20 15:57,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-20 15:57,2026-08-20 17:00,,,,
EQ-04,Setup,2026-08-20 14:45,2026-08-20 14:55,,,,
EQ-04,Running,2026-08-20 14:55,2026-08-20 17:00,,BLK-FG-0817,30,
EQ-01,Setup,2026-08-21 08:00,2026-08-21 08:29,,,,
EQ-01,Running,2026-08-21 08:29,2026-08-21 11:54,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-21 11:54,2026-08-21 12:55,,,,
EQ-01,Running,2026-08-21 12:55,2026-08-21 16:45,,BLK-SF-0817,10,
EQ-01,Setup,2026-08-21 20:00,2026-08-21 20:10,,,,
EQ-01,Running,2026-08-21 20:10,2026-08-21 23:57,,BLK-SF-0817,10,
EQ-01,Idle,2026-08-21 23:57,2026-08-22 00:45,,,,
EQ-01,Running,2026-08-22 00:45,2026-08-22 04:30,,BLK-SF-0817,10,
EQ-05,Setup,2026-08-21 08:00,2026-08-21 08:36,,,,
EQ-05,Running,2026-08-21 08:36,2026-08-21 11:28,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-21 11:28,2026-08-21 14:20,,,,
EQ-05,Running,2026-08-21 14:20,2026-08-21 15:29,,BLK-SF-0817,10,
EQ-05,Idle,2026-08-21 15:29,2026-08-21 17:00,,,,
EQ-02,Setup,2026-08-21 08:15,2026-08-21 08:23,,,,
EQ-02,Running,2026-08-21 08:23,2026-08-21 12:10,,BLK-FG-0817,10,
EQ-02,Idle,2026-08-21 12:10,2026-08-21 13:04,,,,
EQ-02,Running,2026-08-21 13:04,2026-08-21 16:30,,BLK-FG-0817,10,
EQ-03,Idle,2026-08-21 08:00,2026-08-21 10:09,,,,
EQ-03,Running,2026-08-21 10:09,2026-08-21 11:56,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-21 11:56,2026-08-21 13:00,,,,
EQ-03,Running,2026-08-21 13:00,2026-08-21 16:04,,BLK-FG-0817,20,
EQ-03,Idle,2026-08-21 16:04,2026-08-21 17:00,,,,
EQ-04,Setup,2026-08-21 14:45,2026-08-21 15:10,,,,
EQ-04,Running,2026-08-21 15:10,2026-08-21 17:00,,BLK-FG-0817,30,
EQ-01,Setup,2026-08-24 08:00,2026-08-24 08:31,,,,
EQ-01,Running,2026-08-24 08:31,2026-08-24 12:03,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-24 12:03,2026-08-24 12:57,,,,
EQ-01,Running,2026-08-24 12:57,2026-08-24 16:45,,BLK-SF-0824,10,
EQ-01,Setup,2026-08-24 20:00,2026-08-24 20:26,,,,
EQ-01,Running,2026-08-24 20:26,2026-08-25 00:08,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-25 00:08,2026-08-25 00:53,,,,
EQ-01,Running,2026-08-25 00:53,2026-08-25 04:30,,BLK-SF-0824,10,
EQ-05,Setup,2026-08-24 08:00,2026-08-24 08:44,,,,
EQ-05,Running,2026-08-24 08:44,2026-08-24 11:25,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-24 11:25,2026-08-24 14:22,,,,
EQ-05,Running,2026-08-24 14:22,2026-08-24 15:30,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-24 15:30,2026-08-24 17:00,,,,
EQ-02,Setup,2026-08-24 08:15,2026-08-24 08:26,,,,
EQ-02,Running,2026-08-24 08:26,2026-08-24 12:02,,BLK-FG-0824,10,
EQ-02,Idle,2026-08-24 12:02,2026-08-24 12:58,,,,
EQ-02,Running,2026-08-24 12:58,2026-08-24 16:30,,BLK-FG-0824,10,
EQ-03,Idle,2026-08-24 08:00,2026-08-24 09:51,,,,
EQ-03,Running,2026-08-24 09:51,2026-08-24 11:53,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-24 11:53,2026-08-24 12:53,,,,
EQ-03,Running,2026-08-24 12:53,2026-08-24 15:55,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-24 15:55,2026-08-24 17:00,,,,
EQ-04,Setup,2026-08-24 14:45,2026-08-24 15:06,,,,
EQ-04,Running,2026-08-24 15:06,2026-08-24 17:00,,BLK-FG-0824,30,
EQ-01,Setup,2026-08-25 08:00,2026-08-25 08:35,,,,
EQ-01,Running,2026-08-25 08:35,2026-08-25 10:05,,BLK-SF-0824,10,
EQ-01,Failure,2026-08-25 10:05,2026-08-25 11:22,工具折損（刃先摩耗）,,,
EQ-01,Running,2026-08-25 11:22,2026-08-25 11:56,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-25 11:56,2026-08-25 13:10,,,,
EQ-01,Running,2026-08-25 13:10,2026-08-25 16:45,,BLK-SF-0824,10,
EQ-01,Setup,2026-08-25 20:00,2026-08-25 20:24,,,,
EQ-01,Running,2026-08-25 20:24,2026-08-26 00:06,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-26 00:06,2026-08-26 00:36,,,,
EQ-01,Running,2026-08-26 00:36,2026-08-26 04:30,,BLK-SF-0824,10,
EQ-05,Setup,2026-08-25 08:00,2026-08-25 08:50,,,,
EQ-05,Running,2026-08-25 08:50,2026-08-25 11:24,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-25 11:24,2026-08-25 14:36,,,,
EQ-05,Running,2026-08-25 14:36,2026-08-25 15:27,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-25 15:27,2026-08-25 17:00,,,,
EQ-02,Setup,2026-08-25 08:15,2026-08-25 08:22,,,,
EQ-02,Running,2026-08-25 08:22,2026-08-25 12:10,,BLK-FG-0824,10,
EQ-02,Idle,2026-08-25 12:10,2026-08-25 13:01,,,,
EQ-02,Running,2026-08-25 13:01,2026-08-25 16:30,,BLK-FG-0824,10,
EQ-03,Idle,2026-08-25 08:00,2026-08-25 09:51,,,,
EQ-03,Running,2026-08-25 09:51,2026-08-25 11:58,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-25 11:58,2026-08-25 12:53,,,,
EQ-03,Running,2026-08-25 12:53,2026-08-25 15:59,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-25 15:59,2026-08-25 17:00,,,,
EQ-04,Setup,2026-08-25 14:45,2026-08-25 14:54,,,,
EQ-04,Running,2026-08-25 14:54,2026-08-25 17:00,,BLK-FG-0824,30,
EQ-01,Setup,2026-08-26 08:00,2026-08-26 08:24,,,,
EQ-01,Running,2026-08-26 08:24,2026-08-26 11:55,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-26 11:55,2026-08-26 12:59,,,,
EQ-01,Running,2026-08-26 12:59,2026-08-26 16:45,,BLK-SF-0824,10,
EQ-01,Setup,2026-08-26 20:00,2026-08-26 20:17,,,,
EQ-01,Running,2026-08-26 20:17,2026-08-26 23:57,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-26 23:57,2026-08-27 00:37,,,,
EQ-01,Running,2026-08-27 00:37,2026-08-27 04:30,,BLK-SF-0824,10,
EQ-05,Setup,2026-08-26 08:00,2026-08-26 08:45,,,,
EQ-05,Running,2026-08-26 08:45,2026-08-26 11:31,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-26 11:31,2026-08-26 14:31,,,,
EQ-05,Running,2026-08-26 14:31,2026-08-26 15:36,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-26 15:36,2026-08-26 17:00,,,,
EQ-02,Setup,2026-08-26 08:15,2026-08-26 08:22,,,,
EQ-02,Running,2026-08-26 08:22,2026-08-26 11:52,,BLK-FG-0824,10,
EQ-02,Idle,2026-08-26 11:52,2026-08-26 12:54,,,,
EQ-02,Running,2026-08-26 12:54,2026-08-26 16:30,,BLK-FG-0824,10,
EQ-03,Idle,2026-08-26 08:00,2026-08-26 10:02,,,,
EQ-03,Running,2026-08-26 10:02,2026-08-26 12:02,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-26 12:02,2026-08-26 12:55,,,,
EQ-03,Running,2026-08-26 12:55,2026-08-26 16:08,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-26 16:08,2026-08-26 17:00,,,,
EQ-04,Setup,2026-08-26 14:45,2026-08-26 15:07,,,,
EQ-04,Running,2026-08-26 15:07,2026-08-26 17:00,,BLK-FG-0824,30,
EQ-01,Setup,2026-08-27 08:00,2026-08-27 08:40,,,,
EQ-01,Running,2026-08-27 08:40,2026-08-27 10:08,,BLK-SF-0824,10,
EQ-01,Failure,2026-08-27 10:08,2026-08-27 11:30,工具折損（刃先摩耗）,,,
EQ-01,Running,2026-08-27 11:30,2026-08-27 11:54,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-27 11:54,2026-08-27 13:04,,,,
EQ-01,Running,2026-08-27 13:04,2026-08-27 16:45,,BLK-SF-0824,10,
EQ-01,Setup,2026-08-27 20:00,2026-08-27 20:16,,,,
EQ-01,Running,2026-08-27 20:16,2026-08-28 00:04,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-28 00:04,2026-08-28 00:53,,,,
EQ-01,Running,2026-08-28 00:53,2026-08-28 04:30,,BLK-SF-0824,10,
EQ-05,Setup,2026-08-27 08:00,2026-08-27 08:49,,,,
EQ-05,Running,2026-08-27 08:49,2026-08-27 11:34,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-27 11:34,2026-08-27 14:29,,,,
EQ-05,Running,2026-08-27 14:29,2026-08-27 15:23,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-27 15:23,2026-08-27 17:00,,,,
EQ-02,Setup,2026-08-27 08:15,2026-08-27 08:27,,,,
EQ-02,Running,2026-08-27 08:27,2026-08-27 11:50,,BLK-FG-0824,10,
EQ-02,Idle,2026-08-27 11:50,2026-08-27 12:55,,,,
EQ-02,Running,2026-08-27 12:55,2026-08-27 16:30,,BLK-FG-0824,10,
EQ-03,Idle,2026-08-27 08:00,2026-08-27 10:06,,,,
EQ-03,Running,2026-08-27 10:06,2026-08-27 11:58,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-27 11:58,2026-08-27 12:56,,,,
EQ-03,Running,2026-08-27 12:56,2026-08-27 15:59,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-27 15:59,2026-08-27 17:00,,,,
EQ-04,Setup,2026-08-27 14:45,2026-08-27 14:50,,,,
EQ-04,Running,2026-08-27 14:50,2026-08-27 17:00,,BLK-FG-0824,30,
EQ-01,Setup,2026-08-28 08:00,2026-08-28 08:39,,,,
EQ-01,Running,2026-08-28 08:39,2026-08-28 12:00,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-28 12:00,2026-08-28 12:55,,,,
EQ-01,Running,2026-08-28 12:55,2026-08-28 16:45,,BLK-SF-0824,10,
EQ-01,Setup,2026-08-28 20:00,2026-08-28 20:28,,,,
EQ-01,Running,2026-08-28 20:28,2026-08-28 23:57,,BLK-SF-0824,10,
EQ-01,Idle,2026-08-28 23:57,2026-08-29 00:39,,,,
EQ-01,Running,2026-08-29 00:39,2026-08-29 04:30,,BLK-SF-0824,10,
EQ-05,Setup,2026-08-28 08:00,2026-08-28 08:37,,,,
EQ-05,Running,2026-08-28 08:37,2026-08-28 11:40,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-28 11:40,2026-08-28 14:28,,,,
EQ-05,Running,2026-08-28 14:28,2026-08-28 15:32,,BLK-SF-0824,10,
EQ-05,Idle,2026-08-28 15:32,2026-08-28 17:00,,,,
EQ-02,Setup,2026-08-28 08:15,2026-08-28 08:21,,,,
EQ-02,Running,2026-08-28 08:21,2026-08-28 12:04,,BLK-FG-0824,10,
EQ-02,Idle,2026-08-28 12:04,2026-08-28 13:02,,,,
EQ-02,Running,2026-08-28 13:02,2026-08-28 16:30,,BLK-FG-0824,10,
EQ-03,Idle,2026-08-28 08:00,2026-08-28 09:51,,,,
EQ-03,Running,2026-08-28 09:51,2026-08-28 12:04,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-28 12:04,2026-08-28 12:58,,,,
EQ-03,Running,2026-08-28 12:58,2026-08-28 16:00,,BLK-FG-0824,20,
EQ-03,Idle,2026-08-28 16:00,2026-08-28 17:00,,,,
EQ-04,Setup,2026-08-28 14:45,2026-08-28 14:58,,,,
EQ-04,Running,2026-08-28 14:58,2026-08-28 17:00,,BLK-FG-0824,30,
EQ-01,Setup,2026-08-31 08:00,2026-08-31 08:32,,,,
EQ-01,Running,2026-08-31 08:32,2026-08-31 11:59,,BLK-SF-0831,10,
EQ-01,Idle,2026-08-31 11:59,2026-08-31 12:58,,,,
EQ-01,Running,2026-08-31 12:58,2026-08-31 16:45,,BLK-SF-0831,10,
EQ-01,Setup,2026-08-31 20:00,2026-08-31 20:20,,,,
EQ-01,Running,2026-08-31 20:20,2026-09-01 00:10,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-01 00:10,2026-09-01 00:53,,,,
EQ-01,Running,2026-09-01 00:53,2026-09-01 04:30,,BLK-SF-0831,10,
EQ-05,Setup,2026-08-31 08:00,2026-08-31 08:35,,,,
EQ-05,Running,2026-08-31 08:35,2026-08-31 11:21,,BLK-SF-0831,10,
EQ-05,Idle,2026-08-31 11:21,2026-08-31 14:26,,,,
EQ-05,Running,2026-08-31 14:26,2026-08-31 15:20,,BLK-SF-0831,10,
EQ-05,Idle,2026-08-31 15:20,2026-08-31 17:00,,,,
EQ-02,Setup,2026-08-31 08:15,2026-08-31 08:23,,,,
EQ-02,Running,2026-08-31 08:23,2026-08-31 12:02,,BLK-FG-0831,10,
EQ-02,Idle,2026-08-31 12:02,2026-08-31 12:54,,,,
EQ-02,Running,2026-08-31 12:54,2026-08-31 16:30,,BLK-FG-0831,10,
EQ-03,Idle,2026-08-31 08:00,2026-08-31 10:02,,,,
EQ-03,Running,2026-08-31 10:02,2026-08-31 12:00,,BLK-FG-0831,20,
EQ-03,Idle,2026-08-31 12:00,2026-08-31 12:50,,,,
EQ-03,Running,2026-08-31 12:50,2026-08-31 16:09,,BLK-FG-0831,20,
EQ-03,Idle,2026-08-31 16:09,2026-08-31 17:00,,,,
EQ-04,Setup,2026-08-31 14:45,2026-08-31 14:50,,,,
EQ-04,Running,2026-08-31 14:50,2026-08-31 17:00,,BLK-FG-0831,30,
EQ-01,Setup,2026-09-01 08:00,2026-09-01 08:20,,,,
EQ-01,Running,2026-09-01 08:20,2026-09-01 12:06,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-01 12:06,2026-09-01 12:51,,,,
EQ-01,Running,2026-09-01 12:51,2026-09-01 14:34,,BLK-SF-0831,10,
EQ-01,Stopped,2026-09-01 14:34,2026-09-01 15:21,材料待ち,,,
EQ-01,Running,2026-09-01 15:21,2026-09-01 16:45,,BLK-SF-0831,10,
EQ-01,Setup,2026-09-01 20:00,2026-09-01 20:25,,,,
EQ-01,Running,2026-09-01 20:25,2026-09-01 23:51,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-01 23:51,2026-09-02 00:37,,,,
EQ-01,Running,2026-09-02 00:37,2026-09-02 04:30,,BLK-SF-0831,10,
EQ-05,Setup,2026-09-01 08:00,2026-09-01 08:45,,,,
EQ-05,Running,2026-09-01 08:45,2026-09-01 11:32,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-01 11:32,2026-09-01 13:31,,,,
EQ-05,Running,2026-09-01 13:31,2026-09-01 16:45,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-01 16:45,2026-09-01 17:00,,,,
EQ-02,Setup,2026-09-01 08:15,2026-09-01 08:22,,,,
EQ-02,Running,2026-09-01 08:22,2026-09-01 12:00,,BLK-FG-0831,10,
EQ-02,Idle,2026-09-01 12:00,2026-09-01 13:10,,,,
EQ-02,Running,2026-09-01 13:10,2026-09-01 16:30,,BLK-FG-0831,10,
EQ-03,Idle,2026-09-01 08:00,2026-09-01 10:00,,,,
EQ-03,Running,2026-09-01 10:00,2026-09-01 12:09,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-01 12:09,2026-09-01 13:03,,,,
EQ-03,Running,2026-09-01 13:03,2026-09-01 16:05,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-01 16:05,2026-09-01 17:00,,,,
EQ-04,Setup,2026-09-01 14:45,2026-09-01 14:55,,,,
EQ-04,Running,2026-09-01 14:55,2026-09-01 17:00,,BLK-FG-0831,30,
EQ-01,Setup,2026-09-02 08:00,2026-09-02 08:38,,,,
EQ-01,Running,2026-09-02 08:38,2026-09-02 12:06,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-02 12:06,2026-09-02 13:09,,,,
